ID,Response
50883,0.1856149775788449
50884,0.1471045969472157
50885,0.6562683735570054
50886,0.2655395872952549
50887,0.16428113276961195
50888,0.2209198689801554
50889,0.6789098874727388
50890,0.7628035400040217
50891,0.2610852809204157
50892,0.3368019474493956
50893,0.18263580667668333
50894,0.5752526200227472
50895,0.24018726894788972
50896,0.3195890179522701
50897,0.7187500949153731
50898,0.760260764719789
50899,0.23596218267454697
50900,0.4236770990196321
50901,0.6493865381487506
50902,0.15896995327154193
50903,0.06027488067583318
50904,0.6403101423946825
50905,0.8448132029019251
50906,0.06643862385383452
50907,0.5940560895937961
50908,0.2868690838959529
50909,0.7076201498034213
50910,0.6607563518385308
50911,0.13305814172144698
50912,0.22553184179259408
50913,0.615345959884172
50914,0.1420249144764307
50915,0.2736429448189477
50916,0.10391203473133256
50917,0.779074204209931
50918,0.7905569169566862
50919,0.48546489905562945
50920,0.3079425808428507
50921,0.624033710289823
50922,0.11968266081315651
50923,0.04728666632340636
50924,0.19001236086589213
50925,0.7131796272193095
50926,0.3463639025483548
50927,0.7536465657959209
50928,0.7530617910501214
50929,0.26099415169346996
50930,0.06317398466643329
50931,0.22335177570485062
50932,0.8241699238142691
50933,0.3570230039109901
50934,0.17344421886337683
50935,0.7528304514435128
50936,0.20471464257964542
50937,0.7740116462934133
50938,0.1629712577150977
50939,0.6809230466951475
50940,0.7086227255831468
50941,0.7478073148509519
50942,0.8254333847196249
50943,0.6242880008923813
50944,0.131738873697947
50945,0.8058385325766897
50946,0.5522737963949684
50947,0.6717203973515307
50948,0.7747451387088622
50949,0.6179508640792327
50950,0.6779727466114298
50951,0.7856854412648971
50952,0.7596341321519824
50953,0.6571172497943283
50954,0.07372854839735513
50955,0.11967156295122203
50956,0.2649963859479872
50957,0.014630995231656648
50958,0.26344553767290463
50959,0.005582745263962344
50960,0.8425679046236357
50961,0.04484035891067368
50962,0.34163208989969707
50963,0.14198752340732498
50964,0.2568165316916027
50965,0.7665797291208594
50966,0.2860093287851646
50967,0.6399225638818669
50968,0.781134662261942
50969,0.19807891726996413
50970,0.14948738547845283
50971,0.087355387206057
50972,0.7109151619477768
50973,0.07059442649596594
50974,0.3243367047629262
50975,0.3660769172064997
50976,0.31851724630732153
50977,0.341328195528899
50978,0.5153655189526507
50979,0.1451245725302868
50980,0.8291585822942875
50981,0.06391722213524471
50982,0.13206666156475821
50983,0.7009473563053457
50984,0.3412498364915152
50985,0.25339398449286477
50986,0.39941258685497033
50987,0.7335610188428545
50988,0.811362981599688
50989,0.012797284337782088
50990,0.7635594921198846
50991,0.8012577323112668
50992,0.24589763306663195
50993,0.4762284634443186
50994,0.19216423233188495
50995,0.756042267565491
50996,0.04743597627963094
50997,0.23364758416574855
50998,0.2152441165718106
50999,0.007725359192720397
51000,0.5262601849359801
51001,0.4723609638632964
51002,0.22063095054564802
51003,0.7783955493197224
51004,0.5869323070885479
51005,0.08967260360801219
51006,0.6687001099423041
51007,0.7744870173799551
51008,0.8193794124240944
51009,0.11687780564166718
51010,0.7537288746286455
51011,0.16366919639916158
51012,0.5662184545177651
51013,0.6511843326215375
51014,0.40315470759951716
51015,0.7908112401420428
51016,0.02445213733983184
51017,0.01222480109536883
51018,0.64482408985752
51019,0.6642843531886479
51020,0.463366971502367
51021,0.5451469506645814
51022,0.5745499654401325
51023,0.6850804941018694
51024,0.8545129001349131
51025,0.2943855114957444
51026,0.20372714190946964
51027,0.6222146517352195
51028,0.37968469500216845
51029,0.5362160723721694
51030,0.5780848711338211
51031,0.8113021467460033
51032,0.10514506903878436
51033,0.0439796691610095
51034,0.7025898824799577
51035,0.32623046842481235
51036,0.7980759463556651
51037,0.41935081067514224
51038,0.5928258670752521
51039,0.2184976166904808
51040,0.24832798116928667
51041,0.7300970252683993
51042,0.14734733684642382
51043,0.1701998350395876
51044,0.47667731864456925
51045,0.7318074665893518
51046,0.4368949698638771
51047,0.36395516418221674
51048,0.036787614621275735
51049,0.7077427747520694
51050,0.2905040816573494
51051,0.8107624146896235
51052,0.7610267978411608
51053,0.00820491174502077
51054,0.28329476125290887
51055,0.8627602243755986
51056,0.08436289399377916
51057,0.7644973459807348
51058,0.31909755677021623
51059,0.6483259944528574
51060,0.8739547483260852
51061,0.8885064681244588
51062,0.5181985892660912
51063,0.6651603754060226
51064,0.8000318086872366
51065,0.2542388302922311
51066,0.7111541623987473
51067,0.6864998330803217
51068,0.581008666547044
51069,0.4466402571626366
51070,0.07069865292798697
51071,0.3033229172352539
51072,0.04133454269136418
51073,0.06771149335474128
51074,0.7145125108305779
51075,0.004148265419145262
51076,0.11343425348218945
51077,0.7061805743865985
51078,0.5883375109771616
51079,0.5587163999733799
51080,0.7925790409925554
51081,0.0906147831306107
51082,0.8010452583512444
51083,0.7666159331848912
51084,0.6958982084582235
51085,0.6103284539761505
51086,0.8081733926587588
51087,0.7192579058873769
51088,0.008507615379134663
51089,0.23307955240042205
51090,0.2025222185598053
51091,0.30048187621964884
51092,0.015038857408061726
51093,0.4186171098711496
51094,0.11970321969179297
51095,0.08181929546578087
51096,0.7656584284905624
51097,0.05517790605158559
51098,0.756639118409234
51099,0.8537808131104211
51100,0.216420662062699
51101,0.7812319436995562
51102,0.21861420090712166
51103,0.6976387258127508
51104,0.003840654174120358
51105,0.7030260094955214
51106,0.09386105886932222
51107,0.6348863107409611
51108,0.1139520948784247
51109,0.7836423090566024
51110,0.7837146767970968
51111,0.08848850498616571
51112,0.7088466614978309
51113,0.17424667529061333
51114,0.18856970492310782
51115,0.5423345888040247
51116,0.1040729374792717
51117,0.24069243715416608
51118,0.7705727823148599
51119,0.3840550177208693
51120,0.7998134856106462
51121,0.014225829763231225
51122,0.25614733054967936
51123,0.30110355090431556
51124,0.09034799224168026
51125,0.21303741114080282
51126,0.3431341069380186
51127,0.3404728916682591
51128,0.41692561658612126
51129,0.0890640680204437
51130,0.7415978364504939
51131,0.5158102955563499
51132,0.35091099621333416
51133,0.8354817594572286
51134,0.13783947506251393
51135,0.8305275964224146
51136,0.478865865246697
